,apicalls
10364,apicalls::landroid/widget/scrollview.getviewtreeobserver
10365,apicalls::landroid/widget/scrollview.getvisibility
10366,apicalls::landroid/widget/scrollview.getwidth
10367,apicalls::landroid/widget/scrollview.invalidate
10368,apicalls::landroid/widget/scrollview.layout
10369,apicalls::landroid/widget/scrollview.measure
10370,apicalls::landroid/widget/scrollview.offsetdescendantrecttomycoords
10371,apicalls::landroid/widget/scrollview.onattachedtowindow
10372,apicalls::landroid/widget/scrollview.ondraw
10373,apicalls::landroid/widget/scrollview.onfinishinflate
10374,apicalls::landroid/widget/scrollview.onfocuschanged
10375,apicalls::landroid/widget/scrollview.onintercepttouchevent
10376,apicalls::landroid/widget/scrollview.onlayout
10377,apicalls::landroid/widget/scrollview.onmeasure
10378,apicalls::landroid/widget/scrollview.onoverscrolled
10379,apicalls::landroid/widget/scrollview.onrestoreinstancestate
10380,apicalls::landroid/widget/scrollview.onsaveinstancestate
10381,apicalls::landroid/widget/scrollview.onscrollchanged
10382,apicalls::landroid/widget/scrollview.onsizechanged
10383,apicalls::landroid/widget/scrollview.ontouchevent
10384,apicalls::landroid/widget/scrollview.onwindowfocuschanged
10385,apicalls::landroid/widget/scrollview.overscrollby
10386,apicalls::landroid/widget/scrollview.pagescroll
10387,apicalls::landroid/widget/scrollview.performclick
10388,apicalls::landroid/widget/scrollview.post
10389,apicalls::landroid/widget/scrollview.postdelayed
10390,apicalls::landroid/widget/scrollview.postinvalidateonanimation
10391,apicalls::landroid/widget/scrollview.removeallviews
10392,apicalls::landroid/widget/scrollview.removecallbacks
10393,apicalls::landroid/widget/scrollview.removeview
10394,apicalls::landroid/widget/scrollview.removeviewat
10395,apicalls::landroid/widget/scrollview.requestchildfocus
10396,apicalls::landroid/widget/scrollview.requestchildrectangleonscreen
10397,apicalls::landroid/widget/scrollview.requestdisallowintercepttouchevent
10398,apicalls::landroid/widget/scrollview.requestfocus
10399,apicalls::landroid/widget/scrollview.requestlayout
10400,apicalls::landroid/widget/scrollview.scrollby
10401,apicalls::landroid/widget/scrollview.scrollto
10402,apicalls::landroid/widget/scrollview.setalpha
10403,apicalls::landroid/widget/scrollview.setanimationcacheenabled
10404,apicalls::landroid/widget/scrollview.setbackground
10405,apicalls::landroid/widget/scrollview.setbackgroundcolor
10406,apicalls::landroid/widget/scrollview.setbackgrounddrawable
10407,apicalls::landroid/widget/scrollview.setbackgroundresource
10408,apicalls::landroid/widget/scrollview.setchildrendrawingcacheenabled
10409,apicalls::landroid/widget/scrollview.setchildrendrawnwithcacheenabled
10410,apicalls::landroid/widget/scrollview.setcliptopadding
10411,apicalls::landroid/widget/scrollview.setdescendantfocusability
10412,apicalls::landroid/widget/scrollview.setenabled
10413,apicalls::landroid/widget/scrollview.setfillviewport
10414,apicalls::landroid/widget/scrollview.setfocusable
10415,apicalls::landroid/widget/scrollview.setfocusableintouchmode
10416,apicalls::landroid/widget/scrollview.sethorizontalfadingedgeenabled
10417,apicalls::landroid/widget/scrollview.sethorizontalscrollbarenabled
10418,apicalls::landroid/widget/scrollview.setid
10419,apicalls::landroid/widget/scrollview.setlayoutanimation
10420,apicalls::landroid/widget/scrollview.setlayoutparams
10421,apicalls::landroid/widget/scrollview.setmeasureddimension
10422,apicalls::landroid/widget/scrollview.setonhierarchychangelistener
10423,apicalls::landroid/widget/scrollview.setonscrollchangelistener
10424,apicalls::landroid/widget/scrollview.setontouchlistener
10425,apicalls::landroid/widget/scrollview.setoverscrollmode
10426,apicalls::landroid/widget/scrollview.setpadding
10427,apicalls::landroid/widget/scrollview.setscrollbarfadingenabled
10428,apicalls::landroid/widget/scrollview.setscrollbarstyle
10429,apicalls::landroid/widget/scrollview.setscrollcontainer
10430,apicalls::landroid/widget/scrollview.setscrolly
10431,apicalls::landroid/widget/scrollview.setsmoothscrollingenabled
10432,apicalls::landroid/widget/scrollview.setsoundeffectsenabled
10433,apicalls::landroid/widget/scrollview.settag
10434,apicalls::landroid/widget/scrollview.settranslationy
10435,apicalls::landroid/widget/scrollview.setverticalfadingedgeenabled
10436,apicalls::landroid/widget/scrollview.setverticalscrollbarenabled
10437,apicalls::landroid/widget/scrollview.setvisibility
10438,apicalls::landroid/widget/scrollview.smoothscrollby
10439,apicalls::landroid/widget/scrollview.smoothscrollto
10440,apicalls::landroid/widget/scrollview.startanimation
10441,apicalls::landroid/widget/searchview.clearfocus
10442,apicalls::landroid/widget/searchview.findviewbyid
10443,apicalls::landroid/widget/searchview.getbackground
10444,apicalls::landroid/widget/searchview.getcontext
10445,apicalls::landroid/widget/searchview.getquery
10446,apicalls::landroid/widget/searchview.getwindowtoken
10447,apicalls::landroid/widget/searchview.isiconified
10448,apicalls::landroid/widget/searchview.isqueryrefinementenabled
10449,apicalls::landroid/widget/searchview.issubmitbuttonenabled
10450,apicalls::landroid/widget/searchview.onactionviewcollapsed
10451,apicalls::landroid/widget/searchview.onactionviewexpanded
10452,apicalls::landroid/widget/searchview.requestfocus
10453,apicalls::landroid/widget/searchview.setbackground
10454,apicalls::landroid/widget/searchview.setfocusable
10455,apicalls::landroid/widget/searchview.setfocusableintouchmode
10456,apicalls::landroid/widget/searchview.seticonified
10457,apicalls::landroid/widget/searchview.seticonifiedbydefault
10458,apicalls::landroid/widget/searchview.setimeoptions
10459,apicalls::landroid/widget/searchview.setinputtype
10460,apicalls::landroid/widget/searchview.setlayoutparams
10461,apicalls::landroid/widget/searchview.setmaxwidth
10462,apicalls::landroid/widget/searchview.setoncloselistener
10463,apicalls::landroid/widget/searchview.setonquerytextfocuschangelistener
10464,apicalls::landroid/widget/searchview.setonquerytextlistener
10465,apicalls::landroid/widget/searchview.setonsearchclicklistener
10466,apicalls::landroid/widget/searchview.setonsuggestionlistener
10467,apicalls::landroid/widget/searchview.setquery
10468,apicalls::landroid/widget/searchview.setqueryhint
10469,apicalls::landroid/widget/searchview.setqueryrefinementenabled
10470,apicalls::landroid/widget/searchview.setsearchableinfo
10471,apicalls::landroid/widget/searchview.setsubmitbuttonenabled
10472,apicalls::landroid/widget/searchview.setvisibility
10473,apicalls::landroid/widget/sectionindexer.getpositionforsection
10474,apicalls::landroid/widget/sectionindexer.getsectionforposition
10475,apicalls::landroid/widget/sectionindexer.getsections
10476,apicalls::landroid/widget/seekbar.bringtofront
10477,apicalls::landroid/widget/seekbar.dispatchtouchevent
10478,apicalls::landroid/widget/seekbar.drawablestatechanged
10479,apicalls::landroid/widget/seekbar.getcontext
10480,apicalls::landroid/widget/seekbar.getdrawablestate
10481,apicalls::landroid/widget/seekbar.getglobalvisiblerect
10482,apicalls::landroid/widget/seekbar.getheight
10483,apicalls::landroid/widget/seekbar.gethitrect
10484,apicalls::landroid/widget/seekbar.getid
10485,apicalls::landroid/widget/seekbar.getindeterminatedrawable
10486,apicalls::landroid/widget/seekbar.getkeyprogressincrement
10487,apicalls::landroid/widget/seekbar.getlayoutparams
10488,apicalls::landroid/widget/seekbar.getleft
10489,apicalls::landroid/widget/seekbar.getmax
10490,apicalls::landroid/widget/seekbar.getmeasuredheight
10491,apicalls::landroid/widget/seekbar.getmeasuredwidth
10492,apicalls::landroid/widget/seekbar.getpaddingbottom
10493,apicalls::landroid/widget/seekbar.getpaddingend
10494,apicalls::landroid/widget/seekbar.getpaddingleft
10495,apicalls::landroid/widget/seekbar.getpaddingright
10496,apicalls::landroid/widget/seekbar.getpaddingstart
10497,apicalls::landroid/widget/seekbar.getpaddingtop
10498,apicalls::landroid/widget/seekbar.getparent
10499,apicalls::landroid/widget/seekbar.getprogress
10500,apicalls::landroid/widget/seekbar.getprogressdrawable
10501,apicalls::landroid/widget/seekbar.getresources
10502,apicalls::landroid/widget/seekbar.getright
10503,apicalls::landroid/widget/seekbar.getsecondaryprogress
10504,apicalls::landroid/widget/seekbar.gettag
10505,apicalls::landroid/widget/seekbar.getthumb
10506,apicalls::landroid/widget/seekbar.getthumboffset
10507,apicalls::landroid/widget/seekbar.getthumbtintlist
10508,apicalls::landroid/widget/seekbar.getviewtreeobserver
10509,apicalls::landroid/widget/seekbar.getvisibility
10510,apicalls::landroid/widget/seekbar.getwidth
10511,apicalls::landroid/widget/seekbar.getx
10512,apicalls::landroid/widget/seekbar.invalidate
10513,apicalls::landroid/widget/seekbar.invalidatedrawable
10514,apicalls::landroid/widget/seekbar.isenabled
10515,apicalls::landroid/widget/seekbar.isineditmode
10516,apicalls::landroid/widget/seekbar.isshown
10517,apicalls::landroid/widget/seekbar.jumpdrawablestocurrentstate
10518,apicalls::landroid/widget/seekbar.measure
10519,apicalls::landroid/widget/seekbar.ondetachedfromwindow
10520,apicalls::landroid/widget/seekbar.ondraw
10521,apicalls::landroid/widget/seekbar.onkeydown
10522,apicalls::landroid/widget/seekbar.onlayout
10523,apicalls::landroid/widget/seekbar.onmeasure
10524,apicalls::landroid/widget/seekbar.onsizechanged
10525,apicalls::landroid/widget/seekbar.ontouchevent
10526,apicalls::landroid/widget/seekbar.post
10527,apicalls::landroid/widget/seekbar.postdelayed
10528,apicalls::landroid/widget/seekbar.removecallbacks
10529,apicalls::landroid/widget/seekbar.requestlayout
10530,apicalls::landroid/widget/seekbar.setalpha
10531,apicalls::landroid/widget/seekbar.setbackgroundcolor
10532,apicalls::landroid/widget/seekbar.setbackgrounddrawable
10533,apicalls::landroid/widget/seekbar.setclickable
10534,apicalls::landroid/widget/seekbar.setcontentdescription
10535,apicalls::landroid/widget/seekbar.setenabled
10536,apicalls::landroid/widget/seekbar.setfocusable
10537,apicalls::landroid/widget/seekbar.setfocusableintouchmode
10538,apicalls::landroid/widget/seekbar.setid
10539,apicalls::landroid/widget/seekbar.setindeterminate
10540,apicalls::landroid/widget/seekbar.setkeyprogressincrement
10541,apicalls::landroid/widget/seekbar.setlayoutparams
10542,apicalls::landroid/widget/seekbar.setmax
10543,apicalls::landroid/widget/seekbar.setmeasureddimension
10544,apicalls::landroid/widget/seekbar.setmin
10545,apicalls::landroid/widget/seekbar.setminimumheight
10546,apicalls::landroid/widget/seekbar.setonclicklistener
10547,apicalls::landroid/widget/seekbar.setonseekbarchangelistener
10548,apicalls::landroid/widget/seekbar.setontouchlistener
10549,apicalls::landroid/widget/seekbar.setpadding
10550,apicalls::landroid/widget/seekbar.setpressed
10551,apicalls::landroid/widget/seekbar.setprogress
10552,apicalls::landroid/widget/seekbar.setprogressbackgroundtintlist
10553,apicalls::landroid/widget/seekbar.setprogressbackgroundtintmode
10554,apicalls::landroid/widget/seekbar.setprogressdrawable
10555,apicalls::landroid/widget/seekbar.setprogresstintlist
10556,apicalls::landroid/widget/seekbar.setrotation
10557,apicalls::landroid/widget/seekbar.setscrollbarstyle
10558,apicalls::landroid/widget/seekbar.setsecondaryprogress
10559,apicalls::landroid/widget/seekbar.setselected
10560,apicalls::landroid/widget/seekbar.setsplittrack
10561,apicalls::landroid/widget/seekbar.setstatelistanimator
10562,apicalls::landroid/widget/seekbar.settag
10563,apicalls::landroid/widget/seekbar.setthumb
10564,apicalls::landroid/widget/seekbar.setthumboffset
10565,apicalls::landroid/widget/seekbar.setthumbtintlist
10566,apicalls::landroid/widget/seekbar.settranslationy
10567,apicalls::landroid/widget/seekbar.setvisibility
10568,apicalls::landroid/widget/seekbar.setwillnotdraw
10569,apicalls::landroid/widget/seekbar.startanimation
10570,apicalls::landroid/widget/shareactionprovider.setonsharetargetselectedlistener
10571,apicalls::landroid/widget/shareactionprovider.setsharehistoryfilename
10572,apicalls::landroid/widget/shareactionprovider.setshareintent
10573,apicalls::landroid/widget/simpleadapter.getfilter
10574,apicalls::landroid/widget/simpleadapter.getitem
10575,apicalls::landroid/widget/simpleadapter.setviewbinder
10576,apicalls::landroid/widget/simplecursoradapter.changecursor
10577,apicalls::landroid/widget/simplecursoradapter.getcount
10578,apicalls::landroid/widget/simplecursoradapter.getcursor
10579,apicalls::landroid/widget/simplecursoradapter.getitem
10580,apicalls::landroid/widget/simplecursoradapter.notifydatasetchanged
10581,apicalls::landroid/widget/simplecursoradapter.setviewbinder
10582,apicalls::landroid/widget/simplecursoradapter.swapcursor
10583,apicalls::landroid/widget/slidingdrawer.close
10584,apicalls::landroid/widget/slidingdrawer.onfinishinflate
10585,apicalls::landroid/widget/slidingdrawer.open
10586,apicalls::landroid/widget/slidingdrawer.setondrawercloselistener
10587,apicalls::landroid/widget/slidingdrawer.setondraweropenlistener
10588,apicalls::landroid/widget/slidingdrawer.setondrawerscrolllistener
10589,apicalls::landroid/widget/space.getheight
10590,apicalls::landroid/widget/space.getid
10591,apicalls::landroid/widget/space.getlayoutparams
10592,apicalls::landroid/widget/space.getwidth
10593,apicalls::landroid/widget/space.invalidate
10594,apicalls::landroid/widget/space.setbackgroundcolor
10595,apicalls::landroid/widget/space.setid
10596,apicalls::landroid/widget/space.setlayoutparams
10597,apicalls::landroid/widget/space.setminimumheight
10598,apicalls::landroid/widget/space.settag
10599,apicalls::landroid/widget/space.setvisibility
10600,apicalls::landroid/widget/spinner.addonlayoutchangelistener
10601,apicalls::landroid/widget/spinner.drawablestatechanged
10602,apicalls::landroid/widget/spinner.getadapter
10603,apicalls::landroid/widget/spinner.getbackground
10604,apicalls::landroid/widget/spinner.getbottom
10605,apicalls::landroid/widget/spinner.getchildat
10606,apicalls::landroid/widget/spinner.getcontext
10607,apicalls::landroid/widget/spinner.getcount
10608,apicalls::landroid/widget/spinner.getdropdownhorizontaloffset
10609,apicalls::landroid/widget/spinner.getdropdownverticaloffset
10610,apicalls::landroid/widget/spinner.getdropdownwidth
10611,apicalls::landroid/widget/spinner.getheight
10612,apicalls::landroid/widget/spinner.getid
10613,apicalls::landroid/widget/spinner.getitematposition
10614,apicalls::landroid/widget/spinner.getlayoutparams
10615,apicalls::landroid/widget/spinner.getleft
10616,apicalls::landroid/widget/spinner.getmeasuredheight
10617,apicalls::landroid/widget/spinner.getmeasuredwidth
10618,apicalls::landroid/widget/spinner.getonitemclicklistener
10619,apicalls::landroid/widget/spinner.getonitemselectedlistener
10620,apicalls::landroid/widget/spinner.getpaddingleft
10621,apicalls::landroid/widget/spinner.getpaddingright
